author,content,cover,works
,关于抑郁症，有一句很戳心的自述:“没人觉得我病了 他们只是觉得我想太多了。”,https://static.juzicon.com/contribute/image-adf79e1c-2dd3-4524-98d6-93fb45bea692-210109222636-PXZX.jpg,
,后来学音乐的暴躁难抑 学表演的终身抑郁 学美术的自我封闭 学舞蹈的落下病根 学播音的戴上面具 学编导的溺死于想象世界 学文化的死于无休无止的攀比还有来自世界各处的压力,https://static.juzicon.com/contribute/image-2156727c-63f5-415c-86dd-5df344c980c2-200917202432-DM46.jpeg,
,哪有时间抑郁，要忙着假装开心。,https://static.juzicon.com/contribute/image-2a0a5595-da7a-4e36-887d-63840f7f7147-201007160834-R0CD.jpg,
,"最甜的糖是安眠药💔
最温柔的病是抑郁症💔
最好喝的汤是孟婆汤💔
最好看的花是彼岸花💔
最好看的桥是奈何桥💔
最好看的河是忘川河💔
最痛苦的事是来人间💔
但最好的是
在这个年纪遇到了你们ฅ( ̳•  ̮ • ̳)ฅ",https://static.juzicon.com/contribute/image-b3ec83ed-7bd5-402b-8bb2-91a4eca97c72-201007171226-IAYN.jpeg,
,抑郁是与丧失的人发生认同：我最美好的东西已经不在了，如何在想象当中继续拥有这些东西呢？那就是我本人也要变得死气沉沉，这样的话，才能保持与已经丧失的人相联结,,
,"内涵靠抑郁症，想象力靠妄想症，出色的社交能力靠的是人格分裂，优异的成绩得益于强迫症，而活着，靠的是拖延症。你以为我在说笑么？如果有一天治好我的拖延症，你就笑不出来了。",https://static.juzicon.com/imgs/burst/a-big-thumbs-up-to-boating.jpg,
,"“医生我得了很严重的抑郁症你能帮我看看吗？”
“没事我们这里有全市最搞笑的小丑，他应该能帮你治好。”
“医生我就是那位小丑。”
——网易云音乐热评《孤独患者》",https://static.juzicon.com/adm-images/a26925a0d24ab45da96b04e80161f773.png,
,"其实...有抑郁症的人永远在装快乐。
而...没有抑郁症的人，总在装抑郁。",https://static.juzicon.com/contribute/image-855b612a-45be-401c-b0b0-ae4393a5defd-200823030535-4UEN.jpg,
,我们总把别人当药，可能对方和我们一样是病人(抑郁症)                      ————撒贝宁《明侦》,https://static.juzicon.com/contribute/image-c8ae6f3b-0f67-4576-a019-e0689e51fb68-210410223233-N92D.jpeg,
,安静，沉默，内向，自闭，抑郁，精分。孤独会开花。,,
,你认为自己是悲观的，你怀疑自己有抑郁症，你想的最多的事是如何弄死自己，然后就这样不顾一切的拼命往这死胡同里钻。其实往后迈一步就是出口，你本性就是乐观，只是不小心学会了矫情，然后又不小心走错了方向。所以呢，别矫情，矫情会弄死你的。,https://static.juzicon.com/images/image-190324225218-MKWF.jpg,
,“抑郁的人在水底 正常人在水面 而我卡在中间 理智不让我沉下去 生活不让我浮上来”,https://static.juzicon.com/contribute/image-a5bd00d3-2c96-4c49-a5d6-830b515f38ef-201019091441-4MON.jpeg,
,不知道怎么了，每当到了晚上时抑郁了一样突然想哭，崩溃，失落，否定自己唉！,https://static.juzicon.com/contribute/image-96e4a179-d0f7-4143-a219-c256add543f3-210626004429-JJCX.jpeg,
,你在自甘堕落的时候，全世界都在昼夜狂欢。你在抑郁孤独的时候，你的前任和讨厌的人都在努力赚大钱吃美食找新欢。你在怀念过去的时候，过去里面的每一个人都没空等你。,,
,"抛弃她三次
每次和好她都显得乖巧听话
后来分手她得了抑郁症
去看她时她满眼笑意：
不怪你，我只是原谅不了自己",,
,她们都说我爸妈从知道我抑郁了之后就对我很好，说为什么就是不能接受我爸妈，如果他们在我小时候什么都不懂的时候突然对我很好我会超级超级开心的，但是偏偏在我失望透顶的时候才拼命的对我好，在我看来都是那么的虚伪,,
,有些人分不清抑郁和心情不好，就像分不清神经分裂和人格分裂，就像神经性贪食症和神经性厌食症一样。,,《网易云音乐评论》
孤单又灿烂的神-鬼怪,今天是我的生日，非常抑郁的生日。,,
,所有的抑郁都是因为不能活出理想中的自我所致。,https://static.juzicon.com/images/image-190324203503-J4S6.jpg,
,这世上多数的病都让人在痛苦绝望中求生。只有抑郁症，让人关上了心门，躲起来一心求死。,,
,人生最大的悲哀就是认证了抑郁症，而抑郁症最大的悲哀就是认同了世界本就是现实，和背后虚伪的世界观……,,
林语堂,只有人能把自己的境界提高一个层次，才不会因为近期的抑郁而伤怀。,,
,"大概只有真正抑郁的人说自己不抑郁。那些说自己抑郁的人，却只是追随这个时代的潮流。是啊，抑郁症，高贵的玩意。他们并不这么想。",,
,软弱并不是羞耻的事情，抑郁也是正常的心理气候，你不是完美无瑕的怪物。只有承认自己能量下滑了，需要帮助时，你才真正在处理自己的问题，照顾自己的软弱，这样的你，才能放下包袱，真正休息，不再扮演谁，不再劳役自己，不再戴上面具欺骗自己讨好谁,,
海子,我闻到雨中夹杂着麦田的芬芳，他们在黑色抑郁中守候我到金黄。我懂得，天堂的路会更难走，但你囊中有你们为我备的美酒；我理解，触摸过最奢侈的爱才愿至死等待；我明白，真爱在我身边，永远不会离开我；我知道，我生于最冷的冬天，你们的名字是温暖。,,《海子的诗》
,你丧，我丧，大家丧。全世界就像约好了一样一起抑郁了，所以你看，大家的烦恼都一样多，还是别瞎折腾自己了吧,,
,很多得过抑郁的人都知道这种感觉，就像幽灵一样存在，会对一切失去兴趣，当每天的生活都没有了快乐，那和地狱也没什么区别，所以大家都说抑郁症好了的感觉就是从地狱回到了人间，抑郁症只有1／3的能靠自己治愈，1／3的会反复变成慢性抑郁症存在，剩下的就不说了所以当大家发现抑郁症，请别一个人。,,
李增黉,你之所以患了抑郁症，是因为你的竞争意识很强，不甘寂寞、不甘落后、不甘平庸，而这些都是社会发展的原动力。,,《抑郁症自愈疗法》
,现在的人们是怎么了，得了抑郁的人拼命的想要走出来，而没得抑郁的人，缺拼命的想要抑郁,https://static.juzicon.com/contribute/image-ff04a7a3-3fd4-4523-8d26-f1db0485378b-200825201119-AUSW.jpeg,
,“生气是因为你不够大度，嫉妒是因为你不够优秀，悲伤是因为你不坚强，抑郁是因为你不够豁达”唯有强大 才能百毒不侵,https://static.juzicon.com/contribute/image-0afc72c8-14d1-4315-ac12-e9a50567fe5d-210318231251-SMWD.jpeg,《抖音文案馆》
白岩松,我见过很多人，当他沉迷在自我的领域里走不出去的时候，抑郁悲观，但是当他把心打开，开始帮助别人的时候，还是他自己得到拯救，通过帮助天下而让自己走进天下。,,《白说》
,抑郁患者孤独的晚上，是灵魂，而不是肉体。,https://static.juzicon.com/contribute/image-26a242d6-d5b0-444d-927a-5d454eaec6fb-210627125145-XAQX.jpeg,
,"自公元纪年以来，人类花了1700年才公开承认了色盲的存在。
自公元纪年以来，人类花了2000年却依旧在质疑抑郁症的存在。

每一个悲伤的客观事实，大众都难以接受，直到时间累积，时间轴上的所有少数人的和积累到了当代人总数的一定比例，人类才会承认有些事情是无可奈何的。",,
,"抑郁最可怕的不是爱哭
而是绝望至极却发现泪已经流干",https://static.juzicon.com/contribute/image-9e51ca63-5553-40d9-be73-792ecd8f60d2-210704204119-1OGZ.jpg,
,与其说是抑郁，倒不如说是孤独…,,
渡边淳一,良好的睡眠是钝感力的核心代表，睡眠能力是人们活动和健康的源泉。失眠的原因可以说多种多样，但是凡是想不开的人，过于敏感神经质的人，以及患有抑郁症的人，睡眠能力都不好。,,《钝感力》
鱼的天空,“小家伙，我也知道你不想受他人左右，但你现在太弱小了，要想在这岛内生存下去非常困难，很可能在极其幼小的阶段被扼杀。你也不想如此抑郁而终吧。你渴望变成一个强者，而我就是那个可以让你站在这个世界的最顶峰的人！,,《宠魅》
,我搞笑了一天到晚上emo一会 怎么了？怎么了？怎么了？本公主的抑郁要遍布互联网,,
,如果我保护的男孩，被你们搞抑郁了，110带我走，120带你走，我上新闻，你下户口，从此十宗罪在多一章，或许换个说法吧，我做鬼也不会放过你,,
,"你不理解抑郁症的人为什么会抑郁
“开心点就好了啊”
就像你跟哮喘病人说
“周围都是空气，快呼吸啊～”",https://static.juzicon.com/contribute/image-41c0f1cb-c5a6-424f-a30a-56a5ce2f3bfd-201117171207-VPDN.jpg,
张国荣,为何我会抑郁，我有钱，又有那么多人爱惜我，我又那么开心。,,
,今天去医院 我被查出有抑郁症 而且是重度 我对这个世界产生了绝望 我不知道该怎么走下去 我知道你们全是些好心人 希望大家可以救救我 让我感觉到人间的温暖 好好的活下去 请把我的vx推给帅的男孩子 让他们陪陪我 谢谢大家,,
,"致我的亲人：
你们杀过人吗？你们知道她为什么会成为抑郁症患者吗？你们知道你们以前都是怎么做的吗？当初你们的所作所为，将一个孩子推下深渊。一个孩子的内心被你们摧残。她的心已经千疮百孔了。现在的她，已经得了抑郁症。你们开始关心她，帮助她……呵呵，请收起你们那虚伪的面貌吧！亲爱的亲人。",,
,只有得过抑郁症的人才能明白那种感受吧每天过得病魔无形的吞噬我无法正常工作睡觉饮食与人沟通话噎在喉咙 怎样都说不出口 对生活失去信心 对生命不再珍惜总想着自尽 不对任何事物感兴趣心病难医 不痛不痒 却完全控制着我的生活,,
,"新西兰的女孩可以被宠成公主，而……
中国女孩可以被逼成抑郁症。",https://static.juzicon.com/contribute/image-f51a58b8-897e-44f8-a2e0-e06742a35557-200915205231-8GSW.jpg,
,"抑郁症近年来越来越多的人知道这个病
却不知道一个孩子被家人逼出病来的无奈",,
,雨下的很大，令人不禁感到心情抑郁。可雨伞下的你笑容灿烂的如同晴天娃娃一般，好看极了，让人内心缠绕的那丝阴霾顿时烟消云散。,,
,不是所有听后摇的人都抑郁，也不是所有抑郁的人都只有悲伤，也许抑郁是假的，悲伤是假的，快乐亦是假的。直到现在，我还是分不清自己到底是哪一类人，我迷恋着二次元，却深陷在这痛苦不堪的世界，它像一个只能渴望却不能拥有的存在。,,
,"“你别抑郁过度咯啊”“再抑郁能怎样，无非是心痛着掩盖着强颜欢笑着”",,
,"凌晨四点的黑暗和早晨十点的阳光交织混杂
透过落地窗涌入孩子的梦境
坠落 坠落 抑郁的深渊",https://static.juzicon.com/contribute/image-a9e5fc75-6d84-475d-a83b-ae6d7afb87a8-200221140819-8VUU.jpeg,
,压压力力不死求生，抑抑郁郁生又求死。,,
,我尊重同性恋，我理解抑郁症，我会喂楼底下的流浪猫，会给老奶奶让座位，会对店员说谢谢……纵然我平庸，长相普通，脾气不好，曾经失败痛苦、伤心绝望，吃尽生活的苦，但我依然，想努力地成为一个善良的人。,,
网易云网友,"我原本以为我摆脱了难过的情绪
虽然独自一人还会哭，但我和朋友相处挺好的，她们说我是她们的开心果
直到有一天
我发现有一种抑郁症叫微笑抑郁症😊",https://static.juzicon.com/contribute/image-da7ac6c7-7136-462a-9321-0011dad79f10-200310123053-NW5E.jpg,《By The Whispers Of Our Memories》
,"“医生，我很不快乐，你能不能治好我的抑郁症呢？”
“你为什么不去看看小丑的表演呢，我保证你一定会被逗得哈哈大笑，开心起来”
“可是……我就是那个小丑啊”

——网易评论",https://static.juzicon.com/contribute/image-6b699d49-39fa-4138-8227-87565b85655f-200316171715-ISUD.jpg,
郑希耕,在这个风尘的世界，抑郁是唯一一尘不染的方式。,,《繁芜歌》
,"小丑以戏谑夸张的表演将欢乐留给看客，剩下排解不开的抑郁留给孤独的自己。",,《尽余生》
,读书对健康大有裨益：1.预防大脑衰老。2.减压。3.提高记忆力。4.生活方式更健康。5.注意力更加集中。6.缓解疼痛。7.治疗抑郁。,,
路非,迷离的色彩在眼中渐渐地划开，一点点璀璨的光芒泛起来，惊喜的光在一片抑郁沉痛的紫色中，忽然如同刺破黑暗的光芒一样绽放出来。,,《穿越之绝色兽妃凤逆天下》
,其实往往笑的越开心的人，心里越是抑郁，因为笑真的好累。,,
,现在的世俗，大多数为情左右，以情伤抑郁为潮流，装深情装抑郁,https://static.juzicon.com/contribute/image-30785f06-6769-4a0f-a2ca-e4cfe4ed6ea7-210706022110-51M8.jpeg,
,我恢复了原来的样子，不悲不喜，不爱不渣，时而开心，时而抑郁，时而迷茫，时而清醒，脸上笑容少了，温柔也不见了。,,
吴在天,"一个人之所以患上抑郁症往往不是因为过度悲伤而恰恰是拒绝了悲伤",,
,"宁愿一个人简单，也不要陪这个世界复杂着。
                                    ——抑郁症患者",https://static.juzicon.com/contribute/image-6c2c3534-d03a-4589-a0cb-c872c0c743b0-200614210557-XRRL.jpg,
张巍,在那些孤独苦闷抑郁不被了解没人知道的时刻，在那些仿佛永远也没办法结束的寂寞的夜晚和清晨。真的喜欢，是可以帮我们抵挡一下的。如果反正都是要消逝的，做一个写字的人，以写，抵抗遗忘，抵抗不被了解，抵抗孤独，抵抗被成功或者不成功吞噬的生活，对我而言，是一种莫大的运气。,,《这辈子活得热气腾腾》
,抑郁症就是自己和自己谈心。,,
,蒲公英：我抑郁的想把自己杀死。,,
,“这不是抑郁、不是厌世、不是迫不得已的反抗，这是最清醒的选择、最精确的计算，最慷慨的赴死。因为他只有这一条路可走，他没有其他任何选择。”,https://static.juzicon.com/contribute/image-9ce522ef-1afe-4620-8d12-a6558c86f37c-200822201214-SBLX.jpeg,《宋声声》
陈可辛,天真而不世故，浪漫而不失理性，粗中有细，乐观中带点抑郁。他是聪明的白兔，也是勤奋的乌龟，既不会在生活的磨难中放弃梦想，也不会在梦想中忽略现实。,,《性格》
,“如果这个世界没有人抑郁，那这个世界会不会很快乐”,,
撒贝宁,“没有人会去嘲笑一个感冒患者，也没有人回去嘲笑一个癌症患者，所以请你们也不要把这样的嘲笑放在一个抑郁症患者身上。”,https://static.juzicon.com/contribute/image-5352b57f-ac99-4da2-a92f-fee2cd017dc5-210214170043-SWLN.jpeg,《明星大侦探》
,"敬抑郁症的小朋友们!乖乖,我知道你们压力大,很累很累,可你知道有人在偷偷关心你只是缺少一个去关心你的名分而已么,我知道你也不想去抑郁什么的,你知道吗?乖乖,你很好很好,很完美,一些事情你做的很完美很机智",https://static.juzicon.com/contribute/image-e6027b49-dcad-4211-99a4-e26e833f9d86-210703104830-X4F7.jpeg,
,人格分裂成了不同的系统个体，我已经分不清那个是我自己了，好像都是但又好像都不是，逐渐的偏执，强迫，抑郁，焦虑，妄想，随着时间的变化，加重，变多，我分不清了，我到底活过吗。,https://static.juzicon.com/contribute/image-e1bd5a47-33af-4dbd-bf93-57db51d84e48-210705035159-U7LZ.jpg,
,病重中的林徽因曾绝望地追问：“为什么我们在博物馆的的玻璃橱里精心保存几块残砖碎瓦，同时却把保存完好的世界上独一无二的古建筑拆得片瓦不留呢？”在抑郁的情绪中，林徽因开始拒绝吃药。1955年4月，她因肺病去世，年仅51岁。,,
惜晨,不开心的事忘掉吧，不要抑郁,https://static.juzicon.com/contribute/image-3a1f958e-ef7c-4173-a777-c925dac245f4-210703141314-N8K1.jpg,
李诞,只要思考对了问题，人人都容易得抑郁症,,
,极致的抑郁+绝对的理性＝思维无时不刻都在超负荷运转,,《网易云音乐》
,“抑郁”只是生活的一部分，不要抗拒它，学着接纳它。有人害怕蟑螂，有人害怕大海，我只是害怕失去你而已。,,
,"正常人在装抑郁
真正抑郁的人…在装开心
不开心就去听歌，就去找人倾诉
不要把委屈憋在心里
不然你就大哭一场，
来缓解自己的委屈",,
,伤心的人说抑郁 抑郁的人在假笑,,
,"抑郁症最可怕的是
每天都要跟一种很强大很神秘的力量抗争
这种感觉，普通人是无法感同身受的",,
,我恢复了原来的样子，不渣也不爱，清醒又迷茫，时而开心，时而抑郁，却始终温柔。,,
,"“我沉进海里，一片乌烟瘴气。海浪即将淹没我，那些恶毒的人在岸边看我的笑话，我还要还给他们一个微笑。”

                               ——微笑抑郁症患者",https://static.juzicon.com/contribute/image-ff1456b2-e750-4e7b-89aa-1e6b541cd2ae-200918223750-A6CX.jpeg,
,我尊重同性恋，理解抑郁症，觉得有纹身的小姐姐超酷，我会喂楼下的流浪狗，会给老奶奶让座，会对店员说谢谢，纵然平庸，长相普通，脾气不好，有时失败痛苦伤心绝望，但我依然想努力地成为一个温柔善良的人。,https://static.juzicon.com/contribute/image-3c8f0abe-e773-4bb7-ac09-f3d2898f441d-200922162115-SPQQ.jpg,
,得抑郁症的，都是好人。这个“好”的意思是说，一个人不懂得攻击别人，没有发泄负面情绪的通道。他一直待在不对等的关系里委屈自己，将所有的糟糕都留给自己。直至毁掉自己。,,
,不要为了任何人任何事折磨自己。比如不吃饭、哭泣、自闭、抑郁，这些都是傻瓜才做的事。,,《每日七言》
,正常人在假装抑郁，抑郁的人在假装正常……,https://static.juzicon.com/contribute/image-80e531bf-0535-4ca9-a5b1-04e5dd285493-200926223400-W9DQ.jpeg,
,不要屈服，要服就服得心甘情愿，前者只会让你觉得抑郁屈辱，而后者能让你心生敬佩，有了目标，把自己锻造的更好。,,
,I’m fine       help me          抑郁症,,
,白天是搞笑废物，晚上是抑郁怪物,,
,氟西丁是用来抗抑郁的，布洛芬是用来缓解疼痛的...它们都可以续我的命，可你不行,https://static.juzicon.com/contribute/image-1b4bb8bf-7c0c-474f-a328-5767a8825cf2-201005194001-1XQH.jpeg,
,这个世界不允许你抑郁,https://static.juzicon.com/contribute/image-37058c5a-a385-4439-8b0b-ff81b37cce81-210703160438-EPEJ.jpeg,
,“我差点忘了我是个有趣的人 爱笑且没心没肺 但在这一年里面目全非 焦虑抑郁 差点过不去”,https://static.juzicon.com/contribute/image-9d955af8-7cbf-489d-ba49-b42cff22a711-201007004042-SHK8.jpeg,
陈希米,“最可怕的不是流泪。不是眼泪，是沮丧，极度的沮丧，那种尖锐的对活着的恐惧。幸好是尖锐的一阵，会过去，没有人受得了这种持续的沮丧。那些抑郁症患者之所以会自杀，一定是在经历这样的沮丧。”,,《让“死”活下去》
,不要再抑郁下去了孩子，你要像个神经病一样活泼开朗。,https://static.juzicon.com/images/image-190324221652-GPWU.jpg,
,今天去医院已被确诊为抑郁症，情绪进入低谷状态，变的腼腆自闭，焦虑不安。希望朋友们可以请我出去吃吃饭，看看电影，喝喝咖啡，旅旅游，爬爬山，开导开导我！说真的，我不想放弃治疗！,https://static.juzicon.com/images/image-190324221754-FSJS.jpg,
,"其实……抑郁症患者没有你们想的那么简单他（她）们白天带上面具开怀大笑    晚上却不知道在枕头边留了多少眼泪
也不知道熬了多少个夜晚，没有睡觉，你想想这得有多痛苦呀，每天要承受很多压力，如果是学生的话，应该也有自杀的想法了吧？我已经有20天没有睡过一个好觉了，我真的好累……………",https://static.juzicon.com/contribute/image-716e8ca9-f916-4fc7-9ae3-6a169bbbf63c-201009175040-TD4I.jpg,
,一个精神病院的护士说，只有抑郁科她从来不敢去，别人问为什么，她说，别的科有杀人的，狂躁的，傻笑的，只有抑郁科，是一点声音也没有的。,https://static.juzicon.com/contribute/image-6c2c3534-d03a-4589-a0cb-c872c0c743b0-200830213233-Z7CY.jpg,
马特・海格,在抑郁症里加入焦虑症，有点像在酒里加入可卡因。它给你的全部感觉按了快进键。,,《活下去的理由》
,我没有很抑郁，我还在努力，就像笑话一样挣扎，或许是我不该,https://static.juzicon.com/contribute/image-d4c934e9-82b3-4d6d-91a9-c944c73826cb-210626041146-BW66.jpeg,
,谁知道抑郁症多恐怖，每天像个疯子，想着轻生，被人歧视，没人关心，就想多人格一样暴躁，傻笑，逃避，轻生，打击，伤害，失落，恐惧失落……,https://static.juzicon.com/contribute/image-e7d22533-e5ce-4b40-b42e-213941c5f700-201021185435-CPVU.jpeg,
,人生两大悲剧：没有彩排，尽是剧透！最让人抑郁的，莫过于在别人的剧情里，看太清，自己的未来，N多种可能，却没有自己喜欢的剧本…,,
,抑郁症的自杀不是死，是病逝。,,
,"不要低估任何一个抑郁症患者
Ta们所承受的压力
比你想象的大
很大很大.",https://static.juzicon.com/contribute/image-0ba3172c-cff5-4645-8f5d-9f65c3311a08-210326000921-XQUD.jpeg,
,你要知道 ，世上最温柔的病就是抑郁症,https://static.juzicon.com/contribute/image-35230a05-86fe-4ad2-bbac-0da598e9f639-210328163719-NBJY.jpg,
,当你抑郁了，就好好想一下你是怎么抑郁的。值不值得抑郁！如果值得抑郁，你就赚了。,,
,看了那么多因为抑郁症而自杀的人和遗书，我竟然怀疑，抑郁，是否才是人最初的模样。,,
,抑郁症就像是一场心灵的感冒，谁都有可能会得。,,《丈夫得了抑郁症》
,"“我得抑郁症了”
“哈哈哈哈你在搞笑吧，你会有抑郁症？”
“哈哈哈，我和你开玩笑的”",,
,"我一生有5个挚爱之人
一个葬于三峡水下的青铜城
一个葬于北京地铁1号线的隧道中
一个葬于东京远郊的深井内
一个失去了15岁之后的记忆也被所有人遗忘
一个看着满屋的刀片患上了轻微抑郁症",https://static.juzicon.com/contribute/image-2c5da599-b8a5-47f7-996c-9a1d4edbd39a-200502234421-XB7L.jpeg,《龙族》
,"多大的抑郁到最后还得自己走出来。自己强大才是真的强大!愿每个人都自己强大,什么抑郁什么焦虑都击不垮你们!         －－－－－张九南",,
辛夷坞,我们都是青春曾经领养的孩子，你哭他笑，我玩着一个童年的布娃娃，一不小心跌倒，感染人生第一场抑郁，又开始学会做爱情的美梦，最后醒来时，你就突然跟身边的人发出疑问：我们什么时候长这么大的？而就在这个时候或者更早，青春不动声色地拿走了我们所有的伤疤。,,《致我们终将逝去的青春》
毒舌,哭出来的是痛苦，哭不出来的是抑郁。,,《海边的曼彻斯特》
南派三叔,我觉得胖子会好起来的，胖子不是一个能把自己沉浸在抑郁之中的人，他知道云彩肯定也不希望看到胖老板变得不好玩了。胖子会慢慢地好起来，虽然，在这一件事情上，他心中一定会留下无法愈合的伤疤。但是，胖子是一个好人，上天不会为难他太久。,,《盗墓笔记》
,没有所谓的抑郁症，只有缺少爱的人。,,
,"抑郁症，是什么样的体验？是所有的美好，都视而不见。",,
,那些在白天为了逗人开心而浑身上下都是西红柿的小丑，到了晚上都是传播负能量的抑郁怪物......,,
,"听过对抑郁症说过最有开导力的一句话:一辈子其实也不长所以不用总想着去死。",,
,抑郁症不是单纯的心情不好，它是一种生理性质的疾病，是让大脑产生愉悦情绪的多巴胺分泌过少导致的，需要药物和心理双重治疗。不要去怪抑郁症病人矫情，这不是病人主观能够决定的，就好像癌症不是你想治愈就能治愈的，有的时候选择离开未必是一件不好的事，惟愿生者节哀。,,《微博》
弗洛伊德,禁欲对身体是有害的，严重者男女皆可出现神经症病状，如失眠、食欲不振、性格孤僻、易发“无名火”等，这是一种性抑郁的表现。,,
蓝锦然,"抑郁症不是神经病
我希望这个时间能够善良ta们
毕竟 善良值得全世界温柔以待！",https://static.juzicon.com/contribute/image-b8df08ce-4570-4435-873c-c5d365e87315-201001120701-0AOT.jpeg,
芭芭拉・金索沃,对一个内心抑郁的人，像安慰情绪悲伤的人那样说“别难过了，坚持住，你总会客服的”完全无济于事。悲伤像一场伤风感冒，耐心等待，就会自愈。抑郁则像癌症。,,《豆树青青》
沈嘉柯,深刻这种东西，从来就只适合在夜里痛哭长谈人生，而且最多聊上一晚，再多就烦人抑郁了。据说深刻的人，最终也许更有大成就――可这关我什么事。,,《去过自己想要的生活》
,"一些药物的特殊含义
氟西汀-抑郁药 
卡坦精-世界上最甜的物质 
帕罗西泞-能救我的只有你 
舍曲林-你是我的救星 
西酞普兰-你是我生活的希望 
福尔马林（保持永恒） 窦房结心脏的起博点 没有它心脏停止心跳",https://static.juzicon.com/contribute/image-4a7d8053-2e9d-44e7-b2b2-b7d0a779e5f7-191006105408-F4SA.jpg,
,"别让力争上游的执迷,扼制你求知的欲望;别让自我反思的抑郁,成为你前进的阻碍。衡量一个人是否进步的最精良的标尺,永远是你自己,你的现在和过去。",https://static.juzicon.com/contribute/image-10714bc8-8c8d-4d93-b82c-ea346e10b00d-191013104310-YBBN.jpg,
,说自己有抑郁症的人不一定不快乐，但是说自己很快乐，表面坚强的人内心一定不堪一击。,https://static.juzicon.com/contribute/image-51ff3730-93ab-4de3-b0fd-21580ebe606b-200214220147-AACB.jpg,
,很多时候，一种快乐也可能是另外一百种抑郁之因。,,
,如果你发现我突然表现出沮丧难过、暴躁易怒、喜怒无常、极易崩溃、沉默自闭、抑郁厌世等症状……不要太担心，我只是没睡够。,,
,科学证明 购物有利于治疗抑郁 所以我就想做一个特别拽 走路带风 有自己事业 想买就买 想吃就吃 谁都不屌的那种人,https://static.juzicon.com/images/image-190323115754-81KA.jpg,
马丁・塞利格曼,我并不认为对所有的事情都应该改变想法，怪罪到他人身上。只有在一个情况下硬挨这样做：在抑郁的时候。抑郁的人常常把不是他的错也揽到自己身上，他们常去负不需要负的责任。,,《活出最乐观的自己》
,最甜的糖是安眠药最温柔的病是抑郁症最好喝的汤是孟婆汤最好看的花是彼岸花最好看的桥是奈何,https://static.juzicon.com/contribute/image-341ad000-f1b9-454e-9c8b-42632bf5afd0-200826121525-XJPY.jpeg,
,"如果我保护的女孩被你弄抑郁了的话，
那么110带我走，120带你走，
我上新闻，你下户口，
从此十宗罪又多了一集，
换句话说我做鬼也不放过你。
                                        ——来自于人海

嗨！我是新来的［夜落.］请多多关照♡",https://static.juzicon.com/contribute/image-094a461a-4cf7-4b15-bb4a-2bfe543e6bb8-200929124535-OFRQ.jpg,
孟非,不把过去的伤痛彻底厘清，将永远生活在抑郁氛围中。,,《非诚勿扰》
林夕,失恋也死走去死走去死，你母亲伤心到死内疚未   . 抑郁也死想去死想去死，你当你医生已死没见地   。,,《黑泽明》
,"抑郁症是什么？
以前那个活泼的女孩呢？
被你弄成什么样了？
不喜欢就不要折磨......",https://static.juzicon.com/contribute/image-3ba3a42c-5e69-4274-b398-495298bb56a0-200916200806-ZYET.jpeg,
,"转移释放 如果你失恋了，请不要伤心，我劝你去攻读一个硕士学位；如果你在生意场上赔了大钱，抑或破产，因此你会焦虑和抑郁，这些都不要紧，我建议你去拿一个博士学位；看似不相关的学问，却可以告诉你，转移释放才是最好的心理医生，而后你可以在博士后工作站，书写最经典的教科书案例。",,
,夜晚不只是用来睡觉的，他还会用来失眠、痛哭、抑郁、崩溃、痛苦、绝望、思念、后悔等等等等…夜晚呐，比白天更累。,https://static.juzicon.com/contribute/image-9eb5570f-4f0a-4730-b9d5-0f1f5fbc42c3-201031214848-C6J8.jpeg,
坂本龙一,"中国孩子的抑郁症
大多来自父母",,
,只有患过抑郁症的人才知道抑郁症患者眼中的世界，才能明白那寒到骨髓的无望，淡忘一切的悲凉。,,
,"我累了，说不上是为什么？身体、心，都感受到了一种无力。这是抑郁吗？我不这么认为。
我也不想死，我也害怕死亡。可……我没有活下去的理由。我的明天是什么样？",,
,你要知道……平日里最开朗的，有可能……是抑郁的……,https://static.juzicon.com/contribute/image-fca2cea3-cc4d-4920-b55c-c63a628218ac-210319223605-02GU.jpeg,
,对一个抑郁症患者说，“你为什么想不开，世界多美好啊”，和对一个鼻炎患者说，“你为什么不呼吸新鲜空气，空气多清新啊”道理同理。“何不食肉糜”的人真的很残忍。我当然知道世界美好，空气清新，可是，我真的是竭尽全力之后仍然无能为力，有些事情，针不扎你身上你永远不知道有多疼,,《微博》
易中天,现代的人好象特别脆弱， 报纸上天天报道众多名人得抑郁症，这些人一定是从一个极端走向别一个极端。正因为踌躇 满志，才坚信自已是完美的，是无所不能的，如果受到一点挫折，就会变得极度自卑，甚至 失去继续生活的勇气。为自己找一个准确的定位，享受生活乐趣。,,
马德,当公平和正义被湮没，当善良的人性和崇高的道德被漠视，当恶人可以为所欲为，这个世界，就成了制造抑郁的工厂。,,《当我放过自己的时候》
,抑郁症是一种非常可悲的病，因为别人永远也不可能感同身受。他们只会站着说话不腰疼，用一些虚浮无力的语言强行让你振作起来。即便有一天你不堪重负从楼上跳下去了，别人也只会说你脆弱，矫情，无病呻吟而已。事实上，是真有病啊，而且，也已经拼尽全力强忍着不发出呻吟了啊。,,
,有人说你别总抑郁，多看看阳光的一面。我觉得我就是个太阳，所以我只能看见阴暗的一面。太阳才是最该得孤独抑郁症的东西。,,
